,Unnamed: 0,dob,photo_taken,full_path,gender,name,face_location,face_score,second_face_score,date_of_birth,age
16674,47176,723696,2012,['76/647276_1981-05-30_2012.jpg'],1.0,['Gianmaria Bruni'],[[147.96822317 147.96822317 367.72055794 367.72055794]],3.989671729235833,,1981,31
19894,56169,714651,2008,['56/4981956_1956-08-24_2008.jpg'],0.0,['Nina Ruge'],[[ 74.42411159 147.96822317 294.17644635 367.72055794]],4.253591127735972,,1956,52
17071,48285,726968,2012,['27/36733127_1990-05-15_2012.jpg'],1.0,['Scott Reardon'],[[115.24513741  92.37210993 320.22238474 297.34935726]],5.013535830433715,,1990,22
4586,12798,717447,2015,['84/402784_1964-04-20_2015.jpg'],1.0,['Andy Serkis'],[[  0.88        98.93881545 440.88       539.32348497]],4.726024378156915,,1964,51
16843,47605,726394,2012,['48/35738848_1988-10-18_2012.jpg'],0.0,['Shristi Shrestha'],[[135.10675078 157.49954258 335.89187695 358.28466875]],3.7066639272372837,,1988,24
22058,62078,727520,2014,['84/39915784_1991-11-18_2014.jpg'],1.0,['Nikias Arndt'],[[130.26938271  65.57469135 274.95243825 210.2577469 ]],4.3300043157571855,,1991,23
13065,36800,723140,2011,['63/3850263_1979-11-21_2011.jpg'],1.0,['Chris Massey'],[[195.95604953  47.32667846 278.68007076 130.05069969]],3.1498477608099567,,1979,32
6271,17650,726233,2007,['26/18252126_1988-05-10_2007.jpg'],0.0,['Silje Ekroll Jahren'],[[146.4411909  117.28895272 198.23521963 169.08298145]],3.3624066121761564,,1988,19
54,142,710341,1982,['01/10075401_1944-11-05_1982.jpg'],1.0,['Bob Weltlich'],[[141.68  43.12 267.52 168.96]],3.635214084118172,,1944,38
8260,23009,701488,1942,['54/46348054_1920-08-10_1942.jpg'],1.0,['Paul Mitchell'],[[ 79.70262713  79.70262713 315.2905085  315.2905085 ]],3.4846683304455714,,1920,22
7229,20286,711038,2004,['72/22385872_1946-10-03_2004.jpg'],1.0,['Tom Poberezny'],[[152.65966837 130.9788586  346.89295628 325.21214651]],3.1658543440666773,,1946,58
20232,57127,708072,2010,['69/11981369_1938-08-20_2010.jpg'],0.0,['Jacqueline Andere'],[[129.82938271  16.61367284 274.95243825 161.73672838]],5.387516372637624,,1938,72
10413,29190,722574,2013,['97/3640697_1978-05-04_2013.jpg'],1.0,['James Harrison'],[[154.4  52.  268.8 166.4]],3.0930013531880403,,1978,35
20372,57493,727187,2012,['73/41957573_1990-12-20_2012.jpg'],0.0,['Maya Lindholm'],[[184.79946329  40.29131356 302.15340398 157.64525425]],4.030878927526101,,1990,22
1262,3488,708611,1966,['40/940840_1940-02-10_1966.jpg'],0.0,['Mary Rand'],[[105.97683617 184.79946329 341.56471754 420.38734467]],4.823488197083297,,1940,26
11441,32199,724537,2009,['67/21547067_1983-09-18_2009.jpg'],1.0,['Sasha Son'],[[ 79.70262713 158.52525425 315.2905085  394.11313563]],3.731897042641455,,1983,26
1269,3499,718067,2011,['71/150071_1965-12-31_2011.jpg'],0.0,['Gong Li'],[[160.17701567 120.35276175 338.50615829 298.68190437]],5.515892482070662,,1965,46
11369,32025,702894,1970,['09/1153709_1924-06-16_1970.jpg'],1.0,['Joseph Colombo'],[[ 56.11523605  33.82914163 156.00266094 133.71656652]],4.60576542143332,,1924,46
17527,49695,727978,2013,['44/38770944_1993-02-18_2013.jpg'],1.0,['Ivaylo Chochev'],[[113.55433671  61.55079669 190.67964674 138.67610672]],4.74930899972592,,1993,20
16215,45979,703360,1952,['47/8274447_1925-09-25_1952.jpg'],1.0,['Robert Hoernschemeyer'],[[ 96.26860613  21.78502358 191.52921226 117.04562972]],3.038631983983978,,1925,27
20795,58693,720370,2005,['90/3391090_1972-04-21_2005.jpg'],1.0,['Gwendal Peizerat'],[[ 38.03734277 186.66671384 371.57342767 520.20279874]],5.002101269766096,,1972,33
12959,36532,707923,2012,['85/87585_1938-03-24_2012.jpg'],1.0,['David Irving'],[[206.73724733 138.11816489 308.785871   240.16678855]],4.266453559317927,,1938,74
15538,43922,722923,2014,['48/1079348_1979-04-18_2014.jpg'],1.0,['Anthony Davidson'],[[149.50937107 130.93069969 315.83741352 297.25874214]],4.943609880539839,,1979,35
15315,43331,718165,2013,['63/19609563_1966-04-08_2013.jpg'],0.0,['Charlotte Dawson'],[[139.55610672  87.5525667  294.68672678 242.68318676]],4.93017670641054,,1966,47
11272,31758,727177,2014,['28/40515028_1990-12-10_2014.jpg'],0.0,['Malin Reuterwall'],[[158.37068755  90.84382146 258.85298669 191.3261206 ]],3.192156855998562,,1990,24
3953,11015,716703,2010,['38/27186738_1962-04-07_2010.jpg'],1.0,['Emmanuel Agwoje'],[[125.56196808  42.38732269 218.33344414 135.15879875]],3.9844762080368494,,1962,48
877,2403,717534,2012,['01/33031201_1964-07-16_2012.jpg'],0.0,['Amanda Carter'],[[107.58644628  64.90386777 298.77804959 256.09547108]],3.7992351534812765,,1964,48
5471,15221,715876,2008,['10/1429210_1960-01-01_2008.jpg'],1.0,['Danny Wilson'],[[102.8  64.4 217.6 179.2]],3.5606381588932248,,1960,48
4345,12141,710948,2008,['14/491714_1946-07-05_2008.jpg'],1.0,"[""Gerard 't Hooft""]",[[ 43.22425314 127.67275943 422.24253145 506.69103774]],5.5819499287305465,,1946,62
9286,26031,711073,2009,['14/41422914_1946-11-07_2009.jpg'],1.0,['Wilf K. Backhaus'],[[ 77.142  77.142 248.768 248.768]],3.4232566598791614,,1946,63
6641,18695,726869,2013,['65/10374465_1990-02-05_2013.jpg'],1.0,['Jordan Rhodes'],[[104.74455975  45.29281132 237.80699371 178.35524528]],5.302139795936783,,1990,23
21693,61104,707717,1967,['12/37933512_1937-08-30_1967.jpg'],1.0,['Domenico De Lillo'],[[171.66235877 145.38814973 289.01629946 262.74209042]],3.447341375437311,,1937,30
7243,20333,724383,2012,['56/32335256_1983-04-17_2012.jpg'],1.0,['Robert Wagner'],[[ 90.80288008 113.3151001  292.65886026 315.17108028]],4.364369845359196,,1983,29
12761,35965,718490,2009,['31/465931_1967-02-27_2009.jpg'],1.0,['Jonathan Ive'],[[101.2635571   64.63462725 183.14464928 146.51571942]],4.064619071843828,,1967,42
6126,17244,723123,2006,['92/2720892_1979-11-04_2006.jpg'],0.0,['Audrey Hollander'],[[126.70410954 126.70410954 287.91339324 287.91339324]],4.904032409155829,,1979,27
4584,12795,725969,2013,['78/40275778_1987-08-20_2013.jpg'],0.0,['Justyna Kasprzycka'],[[257.63440538  52.05968108 308.36208645 102.78736215]],3.1868775424076663,,1987,26
11566,32578,720877,2012,['34/5153234_1973-09-10_2012.jpg'],1.0,['Peter Dumbreck'],[[ 34.57940252 169.69701258 337.79402516 472.91163522]],3.482920336593553,,1973,39
10843,30511,727402,2014,['59/38426159_1991-07-23_2014.jpg'],1.0,['Lars van der Haar'],[[105.97683617  79.70262713 341.56471754 315.2905085 ]],3.4898634041461416,,1991,23
1219,3385,701671,1957,['55/5405055_1921-02-09_1957.jpg'],1.0,['Yves Ciampi'],[[138.11816489  92.37210993 343.09541222 297.34935726]],4.1857863305426735,,1921,36
20437,57669,724206,2015,['04/12913904_1982-10-22_2015.jpg'],1.0,['Mark Renshaw'],[[115.24513741 115.24513741 320.22238474 320.22238474]],3.0613553221234096,,1982,33
9484,26605,726166,2013,['50/32421850_1988-03-04_2013.jpg'],1.0,['Josh Bowman'],[[172.48375401  35.2967508  480.15451122 342.96750801]],4.352654896561116,,1988,25
16591,46943,694674,1945,['53/24778853_1901-12-14_1945.jpg'],1.0,['Deane Keller'],[[ 67.7482223   37.80679017 134.7364446  104.79501246]],3.121114757705393,,1901,44
1938,5363,725863,2010,['22/28013522_1987-05-06_2010.jpg'],0.0,['Kaliese Spencer'],[[136.69513317  61.24228141 271.63026635 196.17741458]],4.5747889028418225,,1987,23
18037,51102,718261,2011,['58/8089158_1966-07-13_2011.jpg'],1.0,['Gary Smith'],[[ 82.71220192  27.83740064 205.78050481 150.90570353]],3.5890626577212736,,1966,45
591,1734,713232,2010,['70/32053870_1952-10-05_2010.jpg'],0.0,"[""Alison O'Donnell""]",[[136.69513317 106.51399247 271.63026635 241.44912564]],3.159034771921178,,1952,58
7790,21916,702759,2000,['26/843026_1924-02-02_2000.jpg'],0.0,['Elfi von Dassanowsky'],[[ 89.7175133   74.87392775 222.65378326 207.81019771]],3.8670894987316746,,1924,76
2612,7125,723803,2013,['89/21183889_1981-09-14_2013.jpg'],1.0,['Stefan Reisinger'],[[115.24513741 138.11816489 320.22238474 343.09541222]],5.0637910805227575,,1981,32
18928,53521,723180,2012,['84/6482184_1979-12-31_2012.jpg'],1.0,['Danny Watts'],[[ 32.31729698 126.86918793 315.17296982 409.72486076]],3.359311019349029,,1979,33
4102,11421,717554,2015,['67/2812567_1964-08-05_2015.jpg'],1.0,['Elvis Duran'],[[186.66671384 121.64136399 269.39073506 204.36538522]],3.5331114754226145,,1964,51
12681,35650,728806,2012,['37/36549437_1995-05-27_2012.jpg'],1.0,['Miroslav Lobantsev'],[[ 58.782  49.086 145.44  135.744]],3.186151610498491,,1995,17
14440,40723,727031,2013,['88/44639388_1990-07-17_2013.jpg'],1.0,['Jonty Usborne'],[[164.93504741  30.52819044 231.47847589  97.07161892]],4.578163684060164,,1990,23
934,2572,720187,2014,['87/43046387_1971-10-21_2014.jpg'],0.0,['Zephyr Teachout'],[[150.2690248  107.58644628 341.4606281  298.77804959]],4.594581852323122,,1971,43
1306,3580,726113,2011,['69/15061869_1988-01-11_2011.jpg'],0.0,['Epiphanny Prince'],[[306.47012947  80.19595949 407.29350596 181.01933598]],3.1710456665267484,,1988,23
6717,18868,719371,2015,['25/303225_1969-07-27_2015.jpg'],1.0,['Triple H'],[[131.054  39.886 247.456 156.288]],3.751156287890431,,1969,46
18296,51817,702582,1950,['95/12831895_1923-08-09_1950.jpg'],1.0,['George Vico'],[[ 76.11063688  94.9802961  245.30556987 264.17522909]],5.442612987436272,,1923,27
7654,21520,722741,2014,['41/24337641_1978-10-18_2014.jpg'],0.0,['Gloria Garayua'],[[151.78570353 136.69513317 286.7208367  271.63026635]],4.821475122437564,,1978,36
12897,36374,707583,2012,['18/37557718_1937-04-18_2012.jpg'],0.0,['Svetlana Nemolyaeva'],[[114.46594249  57.52497124 187.09176266 130.15079142]],3.0831647112317127,,1937,75
19627,55401,718235,2009,['56/18861556_1966-06-17_2009.jpg'],0.0,['Tory Burch'],[[211.86  85.14 306.24 179.52]],3.6202678653849256,,1966,43
348,1017,707747,1960,['91/31017991_1937-09-29_1960.jpg'],0.0,['Perla Cristal'],[[ 86.42974828  48.32052682 171.49149656 133.38227511]],3.556485392973346,,1937,23
8659,24132,726260,2013,['07/38380607_1988-06-06_2013.jpg'],1.0,['Farouq Farkhan'],[[ 59.69493184  47.87594547 165.46580915 153.64682279]],4.104937429590957,,1988,25
14419,40658,724378,2011,['33/346733_1983-04-12_2011.jpg'],0.0,['Jelena Dokic'],[[104.88708004 208.89416008 416.02832016 520.0354002 ]],3.855411380440815,,1983,28
2105,5825,723958,2008,['25/19049225_1982-02-16_2008.jpg'],0.0,['Liu Jia'],[[107.58644628  64.90386777 298.77804959 256.09547108]],3.633569959036445,,1982,26
7194,20185,707392,1962,['43/22332643_1936-10-09_1962.jpg'],1.0,['Art Anderson'],[[ 82.96869174  30.512797   149.87398498  97.41809024]],3.4570547829790663,,1936,26
18336,51951,727051,2011,['23/22813823_1990-08-06_2011.jpg'],1.0,['Shota Bibilov'],[[141.17742659  47.48180886 200.7763237  107.08070598]],3.321957859115227,,1990,21
16456,46614,721134,2015,['97/7377397_1974-05-25_2015.jpg'],1.0,['James Reid'],[[ 56.89282225  28.71741112 271.         281.75411125]],3.1802199534259974,,1974,41
17638,49994,723106,2009,['39/2970239_1979-10-18_2009.jpg'],1.0,['Jaroslav Drobný'],[[163.83164163  98.53338498 310.1667191  244.86846244]],6.337634844951488,,1979,30
18205,51586,719164,2012,['68/418468_1969-01-01_2012.jpg'],1.0,['Verne Troyer'],[[ 61.24228141 151.78570353 331.99254776 422.53596987]],3.9153097665635483,,1969,43
1873,5198,722004,2012,['11/970011_1976-10-11_2012.jpg'],0.0,['Emily Deschanel'],[[138.11816489  92.37210993 343.09541222 297.34935726]],3.384434544153581,,1976,36
3995,11142,721208,2012,['40/4716040_1974-08-07_2012.jpg'],1.0,['Michael Shannon'],[[160.39922754  48.72736826 303.10933233 191.43747305]],3.2589441402211747,,1974,38
8894,24842,700267,1969,['59/1040059_1917-04-07_1969.jpg'],1.0,['Mongo Santamaría'],[[105.97683617  79.70262713 341.56471754 315.2905085 ]],3.3027744346982693,,1917,52
20404,57583,708139,2007,['55/619655_1938-10-26_2007.jpg'],1.0,['Richard Goldstone'],[[115.68376258  73.79730346 209.4322956  167.54583648]],4.309213182759264,,1938,69
15258,43195,725464,2015,['06/38685406_1986-04-02_2015.jpg'],0.0,['Erica Jarder'],[[249  65 320 136]],3.026308615841593,,1986,29
19725,55645,718109,2010,['43/3885743_1966-02-11_2010.jpg'],1.0,['Alexander Semak'],[[140.28809013 168.14570815 390.00665236 417.86427038]],5.695766217994515,,1966,44
16211,45971,714615,2009,['43/7275643_1956-07-19_2009.jpg'],1.0,['Rajendra Prasad'],[[195.67327507  52.66354002 253.5172576  110.50752254]],3.8242148167899193,,1956,53
18521,52419,724947,2009,['95/1380795_1984-11-01_2009.jpg'],1.0,['Miloš Krasić'],[[ 58.976  78.432 233.472 252.928]],4.099637342065241,,1984,25
18914,53490,719261,2015,['41/4489041_1969-04-08_2015.jpg'],0.0,['Arabella Kiesbauer'],[[135.91719816 108.89135853 256.7454765  229.71963687]],5.577366874823909,,1969,46
15687,44421,708619,2007,['28/707628_1940-02-18_2007.jpg'],1.0,['Charles Robert Jenkins'],[[180.47436199  98.74692472 326.90974906 245.1823118 ]],3.0266613235398454,,1940,67
5552,15450,719954,2010,['75/3426875_1971-03-02_2010.jpg'],0.0,['Manami Toyota'],[[112.378  23.034 212.192 122.848]],4.816888933342245,,1971,39
14356,40494,704599,1969,['86/246186_1929-02-15_1969.jpg'],1.0,['Graham Hill'],[[  0.88       149.50937107 334.41608491 483.04545598]],3.8771310247395565,,1929,40
467,1368,713706,1980,['65/12024865_1954-01-22_1980.jpg'],1.0,['Piet Hamberg'],[[ 60.89245494 161.17987983 240.68981974 340.97724463]],3.8202673149216912,,1954,26
14400,40603,727992,2013,['12/34625212_1993-03-04_2013.jpg'],1.0,['Richard Peniket'],[[ 83.99975604  48.17128917 191.08515667 155.25668979]],4.918131162699583,,1993,20
10920,30701,723267,2011,['84/6845484_1980-03-27_2011.jpg'],1.0,['John McGrath'],[[100.68742489  44.97218884 200.57484978 144.85961373]],3.3422660709493885,,1980,31
18637,52725,705652,2008,['74/3380174_1932-01-04_2008.jpg'],1.0,['Carlos Saura'],[[ 85.36 113.52 337.92 366.08]],3.5115946058336216,,1932,76
1722,4696,716383,1970,['19/170519_1961-05-22_1970.jpg'],1.0,['Jeremy Gelbwaks'],[[ 67.21012542 111.61420903 266.42450166 310.82858528]],3.27430285162902,,1961,9
13472,37931,728199,2015,['33/30654033_1993-09-27_2015.jpg'],1.0,['Patrick Mölleken'],[[200.00126958 259.73765046 288.72584089 348.46222177]],4.7378516648002735,,1993,22
9989,27991,716838,2012,['08/34410508_1962-08-20_2012.jpg'],1.0,['David Niose'],[[129.60866866  38.53243196 197.33184618 106.25560948]],4.853892562657976,,1962,50
7781,21889,698322,1968,['86/643886_1911-12-10_1968.jpg'],1.0,['Chet Huntley'],[[ 85.36 113.52 337.92 366.08]],4.0671600874228515,,1911,57
1036,2799,716952,2008,['05/14056005_1962-12-12_2008.jpg'],1.0,['Delaney Williams'],[[178.79040122  97.92203703 323.47345677 242.60509258]],4.048813259200592,,1962,46
11463,32254,716072,2008,['85/21588885_1960-07-15_2008.jpg'],1.0,['Martyn Joseph'],[[287.92492138  51.46910377 363.12857704 126.67275943]],3.121449880846469,,1960,48
16148,45821,712970,2011,['79/42728879_1952-01-17_2011.jpg'],1.0,['Richard Gingras'],[[ 91.42342212 151.78570353 362.17368846 422.53596987]],3.139159851100326,,1952,59
12310,34577,710874,2006,['45/545745_1946-04-22_2006.jpg'],1.0,['Paul Davies'],[[ 72.25693375  72.25693375 232.88503469 232.88503469]],3.906840058182437,,1946,60
8755,24407,708353,2006,['86/193486_1939-05-28_2006.jpg'],0.0,['Maeve Binchy'],[[111.66609213  95.8286504  253.39906773 237.561626  ]],3.1249028909229386,,1939,67
21938,61781,721928,2007,['86/789386_1976-07-27_2007.jpg'],1.0,['Fernando Ricksen'],[[ 77.16663444 102.60484593 305.25853778 330.69674926]],3.7032317909227963,,1976,31
3768,10534,727756,2012,['46/36176046_1992-07-11_2012.jpg'],0.0,['Karise Eden'],[[120.35276175  80.52850783 298.68190437 258.85765046]],5.56060748116183,,1992,20
7158,20072,704241,2011,['42/1235742_1928-02-23_2011.jpg'],1.0,['Hans Herrmann'],[[172.48292704  86.68146352 281.91909442 196.1176309 ]],3.2815888353995883,,1928,83
16249,46051,725500,2011,['20/13725520_1986-05-08_2011.jpg'],0.0,['Gizem Giraygil'],[[179.14310417  76.25285176 240.07725561 137.1870032 ]],3.512985940812606,,1986,25
4385,12247,716210,2014,['90/991990_1960-11-30_2014.jpg'],1.0,['Jason Katims'],[[ 85.36 141.68 337.92 394.24]],5.0172198663342105,,1960,54
20383,57516,712796,2008,['53/41978653_1951-07-27_2008.jpg'],1.0,['Rolf Thung'],[[ 84.75432845  84.75432845 210.53582114 210.53582114]],4.663229304937804,,1951,57
13318,37546,721832,2002,['65/6956365_1976-04-22_2002.jpg'],1.0,['Jorge López Orozco'],[[  0.3         47.08573803 140.35721409 187.14295212]],3.728091490334569,,1976,26
7366,20720,726737,2009,['12/13336112_1989-09-26_2009.jpg'],1.0,['Kieran Gibbs'],[[106.28797362  53.50298681 224.33619394 171.55120713]],4.341019664277834,,1989,20
20476,57778,724184,2008,['15/12972715_1982-09-30_2008.jpg'],1.0,['Kenny van Hummel'],[[122.22159338 139.55610672 277.35221344 294.68672678]],3.090839561817884,,1982,26
3391,9416,727692,2013,['32/44191832_1992-05-08_2013.jpg'],0.0,['Iswarya Menon'],[[170.12125511  68.52970204 245.51291991 143.92136684]],4.486396293204963,,1992,21
14700,41480,713766,2014,['07/756107_1954-03-23_2014.jpg'],1.0,['Geno Auriemma'],[[138.11816489 138.11816489 343.09541222 343.09541222]],4.101241031003548,,1954,60
18938,53549,711753,2014,['97/7488697_1948-09-17_2014.jpg'],1.0,['Aidan Nichols'],[[184.79946329 132.25104521 302.15340398 249.6049859 ]],3.2299895250714585,,1948,66
1330,3638,719431,2012,['96/150996_1969-09-25_2012.jpg'],0.0,['Catherine Zeta-Jones'],[[156.89062006  87.5525667  312.02124012 242.68318676]],6.044065029806378,,1969,43
14134,39893,716982,2004,['60/2367160_1963-01-11_2004.jpg'],1.0,['Robbie Bosco'],[[ 85.36 169.84 337.92 422.4 ]],4.639258879317143,,1963,41
13076,36837,707946,1956,['72/38542972_1938-04-16_1956.jpg'],1.0,['Hans Zierold'],[[121.60456282 151.78570353 392.35482917 422.53596987]],3.4113150092554445,,1938,18
13012,36648,717257,2007,['17/18562717_1963-10-13_2007.jpg'],1.0,['Peter Johnston'],[[ 65.57469135 162.61672838 355.82080244 452.86283947]],4.345086129912513,,1963,44
12837,36168,721573,2015,['40/1757240_1975-08-07_2015.jpg'],0.0,['Megan Gale'],[[196.9976309  123.45351931 416.74996566 343.20585407]],4.399958668441341,,1975,40
197,592,725835,2009,['49/6008849_1987-04-08_2009.jpg'],1.0,['Dario Vidošić'],[[ 38.03734277 186.66671384 371.57342767 520.20279874]],4.5904590766010855,,1987,22
6913,19353,714167,2011,['61/11396661_1955-04-28_2011.jpg'],1.0,['Jim Boylan'],[[160.99119237  69.49908244 263.03981604 171.54770611]],3.566085408237272,,1955,56
9047,25337,720670,2007,['21/4049021_1973-02-15_2007.jpg'],0.0,['Kateřina Neumannová'],[[ 98.93881545 172.48292704 318.69115021 392.2352618 ]],5.286421865263403,,1973,34
3938,10973,708629,2010,['25/271425_1940-02-28_2010.jpg'],1.0,['Mario Andretti'],[[ 62.59575056  37.76225034 173.83450158 149.00100135]],3.4397429229306584,,1940,70
9252,25930,725878,2012,['75/31461475_1987-05-21_2012.jpg'],1.0,['Marco Iannuzzi'],[[206.78050481 155.33537861 360.11588341 308.67075721]],4.895235621763431,,1987,25
4387,12256,710516,1968,['93/1020893_1945-04-29_1968.jpg'],0.0,['Tammi Terrell'],[[ 57.21113457  85.57670185 141.82783642 170.1934037 ]],3.061952058474568,,1945,23
7133,19965,699956,1940,['89/12308789_1916-05-31_1940.jpg'],0.0,['Judy Campbell'],[[ 80.64140822 126.41249862 183.08436164 228.85545204]],3.933293013803758,,1916,24
18290,51799,715505,2011,['91/1281891_1958-12-26_2011.jpg'],1.0,['Adrian Newey'],[[228.34625109  70.76023111 385.21027108 227.62425109]],3.321158399036272,,1958,53
3338,9191,713539,2008,['65/34149265_1953-08-08_2008.jpg'],0.0,['Lady Bianca'],[[161.52176126  35.13823456 264.25646492 137.87293822]],3.694962371935147,,1953,55
3331,9173,725856,2012,['00/34132000_1987-04-29_2012.jpg'],1.0,['Knut Børsheim'],[[188.49635132 116.22698543 317.98520992 245.71584403]],3.015110266819148,,1987,25
2339,6462,712288,2008,['34/20146634_1950-03-06_2008.jpg'],1.0,['Arthur Roche'],[[125.57444379  54.29990448 285.09815723 213.82361792]],4.335137085115298,,1950,58
17561,49790,717538,1990,['61/5877061_1964-07-20_1990.jpg'],1.0,['Sebastiano Rossi'],[[ 73.3465182  121.77353033 290.56207279 338.98908492]],3.0789278612671,,1964,26
15807,44752,726428,2011,['78/21758578_1988-11-21_2011.jpg'],1.0,['Larry Sanders'],[[182.28095868  96.91580165 277.43676033 192.07160331]],3.0629942913727515,,1988,23
9770,27364,717980,2009,['14/3348814_1965-10-05_2009.jpg'],1.0,['Terje Hauge'],[[141.61555306 102.47012166 211.3853296  172.23989819]],4.259048729309718,,1965,44
11341,31966,726630,2011,['02/9055602_1989-06-11_2011.jpg'],0.0,['Maya Moore'],[[120.35276175 120.35276175 298.68190437 298.68190437]],5.7322807779428775,,1989,22
13721,38748,729162,2013,['35/41633235_1996-05-17_2013.jpg'],0.0,['Olivia Price'],[[192.16964998  40.92097894 236.95625129  85.70758025]],3.0999754921654845,,1996,17
79,214,715880,2013,['18/2001318_1960-01-05_2013.jpg'],1.0,['Glenn Strömberg'],[[ 48.57128917 167.99951208 262.74209042 382.17031333]],3.0790350031956883,,1960,53
15566,43994,723693,2011,['25/20744725_1981-05-27_2011.jpg'],1.0,['Keni Styles'],[[ 35.54902668 139.55610672 346.6902668  450.69734684]],5.790602706339741,,1981,30
2991,8231,718556,2012,['88/7218188_1967-05-04_2012.jpg'],0.0,['Kylie Gillies'],[[139.59838017 128.92773554 234.75418182 224.08353719]],3.8657612436825866,,1967,45
4410,12322,721290,2011,['97/102397_1974-10-28_2011.jpg'],0.0,['Dayanara Torres'],[[ 60.9696496  121.1672992  240.7905984  300.98824799]],3.0153963170168914,,1974,37
3226,8865,723824,2011,['55/7318055_1981-10-05_2011.jpg'],1.0,['Joel Lindpere'],[[255.572  35.476 359.104 139.008]],3.071393697475488,,1981,30
18724,52959,727054,2013,['36/6384236_1990-08-09_2013.jpg'],0.0,['Adelaide Kane'],[[100.44063479 140.26488871 278.76977741 318.59403133]],3.6719480044802912,,1990,23
21254,59885,722334,2010,['96/2593696_1977-09-06_2010.jpg'],0.0,['Martha Fierro'],[[111.11264623  69.69065389 234.72462323 193.3026309 ]],4.862843198954597,,1977,33
6878,19270,726151,2013,['76/11336176_1988-02-18_2013.jpg'],1.0,['Bibras Natkho'],[[152.306  46.354 287.584 181.632]],3.943569812547993,,1988,25
8297,23165,724901,2013,['08/663508_1984-09-16_2013.jpg'],0.0,['Katie Melua'],[[166.87627388  91.42342212 301.81140705 226.35855529]],3.8684630375808484,,1984,29
19116,54001,724322,2007,['02/4582202_1983-02-15_2007.jpg'],1.0,['Philipp Degen'],[[105.19969505 126.09963406 292.59914615 313.49908516]],4.411626705952167,,1983,24
15846,44876,726708,2015,['96/31744696_1989-08-28_2015.jpg'],1.0,['Nikko Landeros'],[[138.1870032   69.5935016  291.52238181 222.92888021]],5.438974546499381,,1989,26
6570,18503,714543,2014,['10/5923010_1956-05-08_2014.jpg'],1.0,['Victor Pițurcă'],[[ 94.29147606  94.29147606 262.00013297 262.00013297]],3.7597466234602193,,1956,58
19290,54460,718448,2013,['74/36856074_1967-01-16_2013.jpg'],1.0,['Farid Benstiti'],[[100.44063479 160.17701567 278.76977741 338.50615829]],3.99042204353245,,1967,46
5293,14787,726705,2010,['87/33258687_1989-08-25_2010.jpg'],1.0,['Dominik Nerz'],[[151.78570353 106.51399247 286.7208367  241.44912564]],5.281372599196498,,1989,21
15108,42763,722748,2010,['01/7762201_1978-10-25_2010.jpg'],1.0,['Zachary Knighton'],[[169.84 113.52 295.68 239.36]],4.319668114607659,,1978,32
17840,50554,715777,1980,['71/10897871_1959-09-24_1980.jpg'],0.0,['Els Vader'],[[115.24513741 138.11816489 320.22238474 343.09541222]],4.873493736539442,,1959,21
11482,32333,717910,1985,['60/315360_1965-07-27_1985.jpg'],1.0,['José Luis Chilavert'],[[107.17118896  36.11439632 170.53630233  99.47950969]],4.070072295867488,,1965,20
1449,3945,716623,2014,['64/4508564_1962-01-17_2014.jpg'],1.0,['Dan Gilbert'],[[161.64924501  32.830649   257.63719202 128.81859601]],4.001247466115713,,1962,52
13700,38664,708968,2009,['75/3167875_1941-02-01_2009.jpg'],0.0,['Joy Philbin'],[[140.26488871 140.26488871 318.59403133 318.59403133]],4.7369548027116695,,1941,68
20794,58687,704702,2013,['50/339050_1929-05-29_2013.jpg'],1.0,['Peter Higgs'],[[ 98.93881545  98.93881545 318.69115021 318.69115021]],3.196597892154663,,1929,84
21680,61054,708241,2010,['33/2799933_1939-02-05_2010.jpg'],1.0,['Rustam Ibragimbekov'],[[117.24249017  50.69706722 266.18169182 199.63626887]],4.651685865283304,,1939,71
2645,7209,701451,1969,['99/3115199_1920-07-04_1969.jpg'],1.0,['Norm Drucker'],[[ 49.86732115  49.86732115 197.54928461 197.54928461]],4.105594101249125,,1920,49
8542,23795,716153,2009,['54/18348754_1960-10-04_2009.jpg'],0.0,['Ana Patricia Botín'],[[185.27736031  58.3020501  288.58025049 161.60494027]],4.525067453069116,,1960,49
7430,20877,713740,2009,['83/2336683_1954-02-25_2009.jpg'],1.0,['Tim Floyd'],[[221.51233476  86.68146352 330.94850214 196.1176309 ]],5.348604154055879,,1954,55
11304,31852,724116,2006,['48/5050148_1982-07-24_2006.jpg'],1.0,['Thiago Medeiros'],[[195.30073359  92.37210993 297.34935726 194.42073359]],4.2466412827462445,,1982,24
14816,41802,728404,2013,['54/36606254_1994-04-20_2013.jpg'],1.0,['Alexander Massialas'],[[128.36505278  57.45113457 255.29010555 184.37618734]],5.292699638139577,,1994,19
11260,31731,703014,1966,['65/3058665_1924-10-14_1966.jpg'],1.0,['Robert Webber'],[[160.17701567  80.52850783 338.50615829 258.85765046]],3.5122268937809067,,1924,42
18959,53587,724779,2008,['62/15800662_1984-05-17_2008.jpg'],1.0,['Simon Mathew'],[[127.6   99.44 253.44 225.28]],3.3312311424653576,,1984,24
11333,31937,716087,2015,['00/805000_1960-07-30_2015.jpg'],1.0,['Richard Linklater'],[[113.52  85.36 366.08 337.92]],4.367690692248283,,1960,55
18617,52665,723799,2009,['69/23867669_1981-09-10_2009.jpg'],0.0,['Julie Culley'],[[ 58.24618751  43.76464064 123.09314847 108.61160159]],4.2928313142824415,,1981,28
